Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Mujeres	08 Castilla - La Mancha	55 y más años	2023T1	24,69
Mujeres	08 Castilla - La Mancha	55 y más años	2022T4	24,66
Mujeres	08 Castilla - La Mancha	55 y más años	2022T3	23,42
Mujeres	08 Castilla - La Mancha	55 y más años	2022T2	24,59
Mujeres	08 Castilla - La Mancha	55 y más años	2022T1	23,3
Mujeres	08 Castilla - La Mancha	55 y más años	2021T4	23,83
Mujeres	08 Castilla - La Mancha	55 y más años	2021T3	24,17
Mujeres	08 Castilla - La Mancha	55 y más años	2021T2	23,37
Mujeres	08 Castilla - La Mancha	55 y más años	2021T1	22,36
Mujeres	09 Cataluña	Total	2023T4	57,94
Mujeres	09 Cataluña	Total	2023T3	57,89
Mujeres	09 Cataluña	Total	2023T2	57,26
Mujeres	09 Cataluña	Total	2023T1	56,76
Mujeres	09 Cataluña	Total	2022T4	56,64
Mujeres	09 Cataluña	Total	2022T3	56,67
Mujeres	09 Cataluña	Total	2022T2	56,79
Mujeres	09 Cataluña	Total	2022T1	56,79
Mujeres	09 Cataluña	Total	2021T4	57,64
Mujeres	09 Cataluña	Total	2021T3	57,29
Mujeres	09 Cataluña	Total	2021T2	56,96
Mujeres	09 Cataluña	Total	2021T1	57,19
Mujeres	09 Cataluña	Menores de 25 años	2023T4	45,54
Mujeres	09 Cataluña	Menores de 25 años	2023T3	46,73
Mujeres	09 Cataluña	Menores de 25 años	2023T2	43,18
Mujeres	09 Cataluña	Menores de 25 años	2023T1	41,22
Mujeres	09 Cataluña	Menores de 25 años	2022T4	41,69
Mujeres	09 Cataluña	Menores de 25 años	2022T3	47,54
Mujeres	09 Cataluña	Menores de 25 años	2022T2	48,46
Mujeres	09 Cataluña	Menores de 25 años	2022T1	40,91
Mujeres	09 Cataluña	Menores de 25 años	2021T4	42,49
Mujeres	09 Cataluña	Menores de 25 años	2021T3	43,72
Mujeres	09 Cataluña	Menores de 25 años	2021T2	42,06
Mujeres	09 Cataluña	Menores de 25 años	2021T1	40,19
Mujeres	09 Cataluña	25 y más años	2023T4	59,53
Mujeres	09 Cataluña	25 y más años	2023T3	59,32
Mujeres	09 Cataluña	25 y más años	2023T2	59,03
Mujeres	09 Cataluña	25 y más años	2023T1	58,74
Mujeres	09 Cataluña	25 y más años	2022T4	58,52
Mujeres	09 Cataluña	25 y más años	2022T3	57,82
Mujeres	09 Cataluña	25 y más años	2022T2	57,79
Mujeres	09 Cataluña	25 y más años	2022T1	58,71
Mujeres	09 Cataluña	25 y más años	2021T4	59,47
Mujeres	09 Cataluña	25 y más años	2021T3	58,9
Mujeres	09 Cataluña	25 y más años	2021T2	58,76
Mujeres	09 Cataluña	25 y más años	2021T1	59,23
Mujeres	09 Cataluña	De 16 a 19 años	2023T4	21,65
Mujeres	09 Cataluña	De 16 a 19 años	2023T3	23,89
Mujeres	09 Cataluña	De 16 a 19 años	2023T2	20,16
Mujeres	09 Cataluña	De 16 a 19 años	2023T1	18,08
Mujeres	09 Cataluña	De 16 a 19 años	2022T4	17,02
Mujeres	09 Cataluña	De 16 a 19 años	2022T3	26,9
Mujeres	09 Cataluña	De 16 a 19 años	2022T2	28,15
Mujeres	09 Cataluña	De 16 a 19 años	2022T1	20,67
Mujeres	09 Cataluña	De 16 a 19 años	2021T4	21,52
Mujeres	09 Cataluña	De 16 a 19 años	2021T3	26,32
Mujeres	09 Cataluña	De 16 a 19 años	2021T2	15,28
Mujeres	09 Cataluña	De 16 a 19 años	2021T1	14,06
Mujeres	09 Cataluña	De 20 a 24 años	2023T4	65,17
Mujeres	09 Cataluña	De 20 a 24 años	2023T3	65,89
Mujeres	09 Cataluña	De 20 a 24 años	2023T2	61,83
Mujeres	09 Cataluña	De 20 a 24 años	2023T1	60,86
Mujeres	09 Cataluña	De 20 a 24 años	2022T4	62,59
Mujeres	09 Cataluña	De 20 a 24 años	2022T3	65,1
Mujeres	09 Cataluña	De 20 a 24 años	2022T2	64,76
Mujeres	09 Cataluña	De 20 a 24 años	2022T1	57,41
Mujeres	09 Cataluña	De 20 a 24 años	2021T4	59,77
Mujeres	09 Cataluña	De 20 a 24 años	2021T3	57,58
Mujeres	09 Cataluña	De 20 a 24 años	2021T2	64,32
Mujeres	09 Cataluña	De 20 a 24 años	2021T1	61,6
Mujeres	09 Cataluña	De 25 a 54 años	2023T4	86,68
Mujeres	09 Cataluña	De 25 a 54 años	2023T3	85,76
Mujeres	09 Cataluña	De 25 a 54 años	2023T2	85,31
Mujeres	09 Cataluña	De 25 a 54 años	2023T1	85
Mujeres	09 Cataluña	De 25 a 54 años	2022T4	85,27
Mujeres	09 Cataluña	De 25 a 54 años	2022T3	84,82
Mujeres	09 Cataluña	De 25 a 54 años	2022T2	84,82
Mujeres	09 Cataluña	De 25 a 54 años	2022T1	86,25
Mujeres	09 Cataluña	De 25 a 54 años	2021T4	87,85
Mujeres	09 Cataluña	De 25 a 54 años	2021T3	86,57
Mujeres	09 Cataluña	De 25 a 54 años	2021T2	86,1
Mujeres	09 Cataluña	De 25 a 54 años	2021T1	86,86
Mujeres	09 Cataluña	55 y más años	2023T4	27,3
Mujeres	09 Cataluña	55 y más años	2023T3	27,87
Mujeres	09 Cataluña	55 y más años	2023T2	27,72
Mujeres	09 Cataluña	55 y más años	2023T1	27,37
Mujeres	09 Cataluña	55 y más años	2022T4	26,5
Mujeres	09 Cataluña	55 y más años	2022T3	25,42
Mujeres	09 Cataluña	55 y más años	2022T2	25,3
Mujeres	09 Cataluña	55 y más años	2022T1	25,45
Mujeres	09 Cataluña	55 y más años	2021T4	24,96
Mujeres	09 Cataluña	55 y más años	2021T3	25,03
Mujeres	09 Cataluña	55 y más años	2021T2	25,04
Mujeres	09 Cataluña	55 y más años	2021T1	24,9
Mujeres	10 Comunitat Valenciana	Total	2023T4	55,03
Mujeres	10 Comunitat Valenciana	Total	2023T3	54,8
Mujeres	10 Comunitat Valenciana	Total	2023T2	53,28
Mujeres	10 Comunitat Valenciana	Total	2023T1	54,09
Mujeres	10 Comunitat Valenciana	Total	2022T4	54,34
Mujeres	10 Comunitat Valenciana	Total	2022T3	53,72
Mujeres	10 Comunitat Valenciana	Total	2022T2	53,08
Mujeres	10 Comunitat Valenciana	Total	2022T1	53,11
Mujeres	10 Comunitat Valenciana	Total	2021T4	53,09
Mujeres	10 Comunitat Valenciana	Total	2021T3	53,27
Mujeres	10 Comunitat Valenciana	Total	2021T2	53,03
Mujeres	10 Comunitat Valenciana	Total	2021T1	51,36
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2023T4	36,93
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2023T3	38,65
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2023T2	31,6
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2023T1	31,96
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2022T4	37,48
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2022T3	37,51
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2022T2	37,1
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2022T1	36,12
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T4	34,2
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T3	41,96
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T2	33,83
Mujeres	10 Comunitat Valenciana	Menores de 25 años	2021T1	29,25
Mujeres	10 Comunitat Valenciana	25 y más años	2023T4	57,29
Mujeres	10 Comunitat Valenciana	25 y más años	2023T3	56,8
Mujeres	10 Comunitat Valenciana	25 y más años	2023T2	55,9
Mujeres	10 Comunitat Valenciana	25 y más años	2023T1	56,76
Mujeres	10 Comunitat Valenciana	25 y más años	2022T4	56,33
Mujeres	10 Comunitat Valenciana	25 y más años	2022T3	55,61
Mujeres	10 Comunitat Valenciana	25 y más años	2022T2	54,95
Mujeres	10 Comunitat Valenciana	25 y más años	2022T1	55,09
Mujeres	10 Comunitat Valenciana	25 y más años	2021T4	55,29
Mujeres	10 Comunitat Valenciana	25 y más años	2021T3	54,59
Mujeres	10 Comunitat Valenciana	25 y más años	2021T2	55,29
Mujeres	10 Comunitat Valenciana	25 y más años	2021T1	53,9
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T4	10,9
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T3	15,58
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T2	9,33
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2023T1	9,16
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T4	11,49
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T3	13,04
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T2	14,11
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2022T1	12,82
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T4	13,25
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T3	19,29
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T2	12,27
Mujeres	10 Comunitat Valenciana	De 16 a 19 años	2021T1	6,85
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T4	59,18
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T3	58,57
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T2	50
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2023T1	51,19
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T4	58,7
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T3	57,07
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T2	55,91
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2022T1	55,28
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T4	51,41
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T3	60,96
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T2	52,24
Mujeres	10 Comunitat Valenciana	De 20 a 24 años	2021T1	47,46
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T4	84,2
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T3	84,6
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T2	83,51
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2023T1	83,7
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T4	83,04
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T3	82,34
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T2	80,54
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2022T1	80,66
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T4	81,3
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T3	80,46
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T2	81,89
Mujeres	10 Comunitat Valenciana	De 25 a 54 años	2021T1	80,01
Mujeres	10 Comunitat Valenciana	55 y más años	2023T4	27,3
Mujeres	10 Comunitat Valenciana	55 y más años	2023T3	25,77
Mujeres	10 Comunitat Valenciana	55 y más años	2023T2	25,02
Mujeres	10 Comunitat Valenciana	55 y más años	2023T1	26,57
Mujeres	10 Comunitat Valenciana	55 y más años	2022T4	26,32
Mujeres	10 Comunitat Valenciana	55 y más años	2022T3	25,5
Mujeres	10 Comunitat Valenciana	55 y más años	2022T2	26,03
Mujeres	10 Comunitat Valenciana	55 y más años	2022T1	26,07
Mujeres	10 Comunitat Valenciana	55 y más años	2021T4	25,57
Mujeres	10 Comunitat Valenciana	55 y más años	2021T3	24,85
Mujeres	10 Comunitat Valenciana	55 y más años	2021T2	24,49
Mujeres	10 Comunitat Valenciana	55 y más años	2021T1	23,48
Mujeres	11 Extremadura	Total	2023T4	49,89
Mujeres	11 Extremadura	Total	2023T3	50,57
Mujeres	11 Extremadura	Total	2023T2	50,46
Mujeres	11 Extremadura	Total	2023T1	50,91
Mujeres	11 Extremadura	Total	2022T4	49,93
Mujeres	11 Extremadura	Total	2022T3	49,89
Mujeres	11 Extremadura	Total	2022T2	49,72
Mujeres	11 Extremadura	Total	2022T1	49,12
Mujeres	11 Extremadura	Total	2021T4	48,28
Mujeres	11 Extremadura	Total	2021T3	50,4
Mujeres	11 Extremadura	Total	2021T2	50,01
Mujeres	11 Extremadura	Total	2021T1	47,94
Mujeres	11 Extremadura	Menores de 25 años	2023T4	27,03
Mujeres	11 Extremadura	Menores de 25 años	2023T3	30,33
Mujeres	11 Extremadura	Menores de 25 años	2023T2	23,34
Mujeres	11 Extremadura	Menores de 25 años	2023T1	29,54
Mujeres	11 Extremadura	Menores de 25 años	2022T4	30,5
Mujeres	11 Extremadura	Menores de 25 años	2022T3	30,7
Mujeres	11 Extremadura	Menores de 25 años	2022T2	23,05
Mujeres	11 Extremadura	Menores de 25 años	2022T1	24,81
Mujeres	11 Extremadura	Menores de 25 años	2021T4	24,2
Mujeres	11 Extremadura	Menores de 25 años	2021T3	34,53
Mujeres	11 Extremadura	Menores de 25 años	2021T2	31,1
Mujeres	11 Extremadura	Menores de 25 años	2021T1	23,75
Mujeres	11 Extremadura	25 y más años	2023T4	52,52
Mujeres	11 Extremadura	25 y más años	2023T3	52,97
Mujeres	11 Extremadura	25 y más años	2023T2	53,63
Mujeres	11 Extremadura	25 y más años	2023T1	53,32
Mujeres	11 Extremadura	25 y más años	2022T4	52,18
Mujeres	11 Extremadura	25 y más años	2022T3	52,19
Mujeres	11 Extremadura	25 y más años	2022T2	52,97
Mujeres	11 Extremadura	25 y más años	2022T1	52,09
Mujeres	11 Extremadura	25 y más años	2021T4	51,14
Mujeres	11 Extremadura	25 y más años	2021T3	52,26
Mujeres	11 Extremadura	25 y más años	2021T2	52,25
Mujeres	11 Extremadura	25 y más años	2021T1	50,68
Mujeres	11 Extremadura	De 16 a 19 años	2023T4	7,83
Mujeres	11 Extremadura	De 16 a 19 años	2023T3	13,78
Mujeres	11 Extremadura	De 16 a 19 años	2023T2	7,74
Mujeres	11 Extremadura	De 16 a 19 años	2023T1	10,83
Mujeres	11 Extremadura	De 16 a 19 años	2022T4	8,08
Mujeres	11 Extremadura	De 16 a 19 años	2022T3	10,28
Mujeres	11 Extremadura	De 16 a 19 años	2022T2	9,12
Mujeres	11 Extremadura	De 16 a 19 años	2022T1	4,52
Mujeres	11 Extremadura	De 16 a 19 años	2021T4	6,3
Mujeres	11 Extremadura	De 16 a 19 años	2021T3	11,04
Mujeres	11 Extremadura	De 16 a 19 años	2021T2	10,33
Mujeres	11 Extremadura	De 16 a 19 años	2021T1	3,28
Mujeres	11 Extremadura	De 20 a 24 años	2023T4	41,61
Mujeres	11 Extremadura	De 20 a 24 años	2023T3	43,82
Mujeres	11 Extremadura	De 20 a 24 años	2023T2	35,67
Mujeres	11 Extremadura	De 20 a 24 años	2023T1	43,32
Mujeres	11 Extremadura	De 20 a 24 años	2022T4	48,13
Mujeres	11 Extremadura	De 20 a 24 años	2022T3	47,86
Mujeres	11 Extremadura	De 20 a 24 años	2022T2	35,23
Mujeres	11 Extremadura	De 20 a 24 años	2022T1	42,52
Mujeres	11 Extremadura	De 20 a 24 años	2021T4	38,83
Mujeres	11 Extremadura	De 20 a 24 años	2021T3	53,01
Mujeres	11 Extremadura	De 20 a 24 años	2021T2	47,59
Mujeres	11 Extremadura	De 20 a 24 años	2021T1	38,33
Mujeres	11 Extremadura	De 25 a 54 años	2023T4	81,67
Mujeres	11 Extremadura	De 25 a 54 años	2023T3	83,22
Mujeres	11 Extremadura	De 25 a 54 años	2023T2	83,7
Mujeres	11 Extremadura	De 25 a 54 años	2023T1	83,74
Mujeres	11 Extremadura	De 25 a 54 años	2022T4	82,18
Mujeres	11 Extremadura	De 25 a 54 años	2022T3	82,23
Mujeres	11 Extremadura	De 25 a 54 años	2022T2	83,2
Mujeres	11 Extremadura	De 25 a 54 años	2022T1	83,04
Mujeres	11 Extremadura	De 25 a 54 años	2021T4	81,92
Mujeres	11 Extremadura	De 25 a 54 años	2021T3	82,93
Mujeres	11 Extremadura	De 25 a 54 años	2021T2	81,19
Mujeres	11 Extremadura	De 25 a 54 años	2021T1	79,44
Mujeres	11 Extremadura	55 y más años	2023T4	23,66
Mujeres	11 Extremadura	55 y más años	2023T3	22,77
Mujeres	11 Extremadura	55 y más años	2023T2	23,4
Mujeres	11 Extremadura	55 y más años	2023T1	22,53
Mujeres	11 Extremadura	55 y más años	2022T4	21,57
Mujeres	11 Extremadura	55 y más años	2022T3	21,31
Mujeres	11 Extremadura	55 y más años	2022T2	21,68
Mujeres	11 Extremadura	55 y más años	2022T1	19,82
Mujeres	11 Extremadura	55 y más años	2021T4	18,8
Mujeres	11 Extremadura	55 y más años	2021T3	19,76
Mujeres	11 Extremadura	55 y más años	2021T2	21,34
Mujeres	11 Extremadura	55 y más años	2021T1	19,8
Mujeres	12 Galicia	Total	2023T4	49,55
Mujeres	12 Galicia	Total	2023T3	49,62
Mujeres	12 Galicia	Total	2023T2	49,6
Mujeres	12 Galicia	Total	2023T1	49,28
Mujeres	12 Galicia	Total	2022T4	49,49
Mujeres	12 Galicia	Total	2022T3	49,6
Mujeres	12 Galicia	Total	2022T2	49,33
Mujeres	12 Galicia	Total	2022T1	48,54
Mujeres	12 Galicia	Total	2021T4	48,19
Mujeres	12 Galicia	Total	2021T3	48,36
Mujeres	12 Galicia	Total	2021T2	48,51
Mujeres	12 Galicia	Total	2021T1	47,97
Mujeres	12 Galicia	Menores de 25 años	2023T4	25,39
Mujeres	12 Galicia	Menores de 25 años	2023T3	28,94
Mujeres	12 Galicia	Menores de 25 años	2023T2	26,98
Mujeres	12 Galicia	Menores de 25 años	2023T1	26,64
Mujeres	12 Galicia	Menores de 25 años	2022T4	24,38
Mujeres	12 Galicia	Menores de 25 años	2022T3	26,1
Mujeres	12 Galicia	Menores de 25 años	2022T2	22,12
Mujeres	12 Galicia	Menores de 25 años	2022T1	21,36
Mujeres	12 Galicia	Menores de 25 años	2021T4	21,24
Mujeres	12 Galicia	Menores de 25 años	2021T3	22,91
Mujeres	12 Galicia	Menores de 25 años	2021T2	21,23
Mujeres	12 Galicia	Menores de 25 años	2021T1	16,68
Mujeres	12 Galicia	25 y más años	2023T4	51,78
Mujeres	12 Galicia	25 y más años	2023T3	51,53
Mujeres	12 Galicia	25 y más años	2023T2	51,65
Mujeres	12 Galicia	25 y más años	2023T1	51,28
Mujeres	12 Galicia	25 y más años	2022T4	51,73
Mujeres	12 Galicia	25 y más años	2022T3	51,69
Mujeres	12 Galicia	25 y más años	2022T2	51,71
Mujeres	12 Galicia	25 y más años	2022T1	50,89
Mujeres	12 Galicia	25 y más años	2021T4	50,55
Mujeres	12 Galicia	25 y más años	2021T3	50,61
Mujeres	12 Galicia	25 y más años	2021T2	50,89
Mujeres	12 Galicia	25 y más años	2021T1	50,66
Mujeres	12 Galicia	De 16 a 19 años	2023T4	5,05
Mujeres	12 Galicia	De 16 a 19 años	2023T3	8,19
Mujeres	12 Galicia	De 16 a 19 años	2023T2	6,24
Mujeres	12 Galicia	De 16 a 19 años	2023T1	5,89
Mujeres	12 Galicia	De 16 a 19 años	2022T4	4,94
Mujeres	12 Galicia	De 16 a 19 años	2022T3	10,42
Mujeres	12 Galicia	De 16 a 19 años	2022T2	6,33
Mujeres	12 Galicia	De 16 a 19 años	2022T1	4,88
Mujeres	12 Galicia	De 16 a 19 años	2021T4	4,18
Mujeres	12 Galicia	De 16 a 19 años	2021T3	5,79
Mujeres	12 Galicia	De 16 a 19 años	2021T2	2,95
Mujeres	12 Galicia	De 16 a 19 años	2021T1	3,11
Mujeres	12 Galicia	De 20 a 24 años	2023T4	42,29
Mujeres	12 Galicia	De 20 a 24 años	2023T3	46,45
Mujeres	12 Galicia	De 20 a 24 años	2023T2	43,96
Mujeres	12 Galicia	De 20 a 24 años	2023T1	42,99
Mujeres	12 Galicia	De 20 a 24 años	2022T4	40,19
Mujeres	12 Galicia	De 20 a 24 años	2022T3	38,95
Mujeres	12 Galicia	De 20 a 24 años	2022T2	34,79
Mujeres	12 Galicia	De 20 a 24 años	2022T1	34,32
Mujeres	12 Galicia	De 20 a 24 años	2021T4	35,29
Mujeres	12 Galicia	De 20 a 24 años	2021T3	37,28
Mujeres	12 Galicia	De 20 a 24 años	2021T2	36,3
Mujeres	12 Galicia	De 20 a 24 años	2021T1	27,46
Mujeres	12 Galicia	De 25 a 54 años	2023T4	84,75
Mujeres	12 Galicia	De 25 a 54 años	2023T3	84,55
Mujeres	12 Galicia	De 25 a 54 años	2023T2	84,64
Mujeres	12 Galicia	De 25 a 54 años	2023T1	83,81
Mujeres	12 Galicia	De 25 a 54 años	2022T4	85,29
Mujeres	12 Galicia	De 25 a 54 años	2022T3	85,37
Mujeres	12 Galicia	De 25 a 54 años	2022T2	84,81
Mujeres	12 Galicia	De 25 a 54 años	2022T1	83,64
Mujeres	12 Galicia	De 25 a 54 años	2021T4	82,51
Mujeres	12 Galicia	De 25 a 54 años	2021T3	82,58
Mujeres	12 Galicia	De 25 a 54 años	2021T2	82,14
Mujeres	12 Galicia	De 25 a 54 años	2021T1	82,29
Mujeres	12 Galicia	55 y más años	2023T4	23,08
Mujeres	12 Galicia	55 y más años	2023T3	22,63
Mujeres	12 Galicia	55 y más años	2023T2	22,59
Mujeres	12 Galicia	55 y más años	2023T1	22,46
Mujeres	12 Galicia	55 y más años	2022T4	21,86
Mujeres	12 Galicia	55 y más años	2022T3	21,56
Mujeres	12 Galicia	55 y más años	2022T2	21,98
Mujeres	12 Galicia	55 y más años	2022T1	21,34
Mujeres	12 Galicia	55 y más años	2021T4	21,54
Mujeres	12 Galicia	55 y más años	2021T3	21,4
Mujeres	12 Galicia	55 y más años	2021T2	22,14
Mujeres	12 Galicia	55 y más años	2021T1	21,32
Mujeres	13 Madrid, Comunidad de	Total	2023T4	59,7
Mujeres	13 Madrid, Comunidad de	Total	2023T3	59,07
Mujeres	13 Madrid, Comunidad de	Total	2023T2	59,04
Mujeres	13 Madrid, Comunidad de	Total	2023T1	59,88
Mujeres	13 Madrid, Comunidad de	Total	2022T4	59,31
Mujeres	13 Madrid, Comunidad de	Total	2022T3	58,34
Mujeres	13 Madrid, Comunidad de	Total	2022T2	59,33
Mujeres	13 Madrid, Comunidad de	Total	2022T1	59,68
Mujeres	13 Madrid, Comunidad de	Total	2021T4	58,72
Mujeres	13 Madrid, Comunidad de	Total	2021T3	59,93
Mujeres	13 Madrid, Comunidad de	Total	2021T2	60,11
Mujeres	13 Madrid, Comunidad de	Total	2021T1	59,55
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T4	35,21
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T3	37,44
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T2	35,72
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2023T1	42,03
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T4	33,59
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T3	39,3
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T2	39,53
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2022T1	40,26
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T4	35,62
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T3	42,35
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T2	42,01
Mujeres	13 Madrid, Comunidad de	Menores de 25 años	2021T1	37,62
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T4	62,64
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T3	61,66
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T2	61,81
Mujeres	13 Madrid, Comunidad de	25 y más años	2023T1	61,98
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T4	62,42
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T3	60,66
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T2	61,65
Mujeres	13 Madrid, Comunidad de	25 y más años	2022T1	61,98
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T4	61,37
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T3	61,99
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T2	62,23
Mujeres	13 Madrid, Comunidad de	25 y más años	2021T1	62,09
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T4	8,28
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T3	11,53
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T2	9,06
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2023T1	18,53
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T4	9,91
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T3	18,27
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T2	12,1
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2022T1	19,04
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T4	11,25
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T3	18,51
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T2	18,99
Mujeres	13 Madrid, Comunidad de	De 16 a 19 años	2021T1	13,4
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T4	54,15
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T3	56
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T2	54,7
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2023T1	59
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T4	52,4
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T3	56,55
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T2	60,67
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2022T1	57,39
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T4	54,22
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T3	61,78
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T2	60,63
Mujeres	13 Madrid, Comunidad de	De 20 a 24 años	2021T1	56,72
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T4	88,13
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T3	87,43
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T2	87,69
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2023T1	87,77
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T4	88,78
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T3	85,53
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T2	86,84
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2022T1	87,21
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T4	86,46
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T3	87,85
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T2	88,54
Mujeres	13 Madrid, Comunidad de	De 25 a 54 años	2021T1	87,25
Mujeres	13 Madrid, Comunidad de	55 y más años	2023T4	30,45
Mujeres	13 Madrid, Comunidad de	55 y más años	2023T3	29,03
Mujeres	13 Madrid, Comunidad de	55 y más años	2023T2	28,95
Mujeres	13 Madrid, Comunidad de	55 y más años	2023T1	29,15
Mujeres	13 Madrid, Comunidad de	55 y más años	2022T4	28,81
Mujeres	13 Madrid, Comunidad de	55 y más años	2022T3	28,83
Mujeres	13 Madrid, Comunidad de	55 y más años	2022T2	29,31
Mujeres	13 Madrid, Comunidad de	55 y más años	2022T1	29,45
Mujeres	13 Madrid, Comunidad de	55 y más años	2021T4	28,82
