CCAA de su universidad	Ámbito de estudio	Tasas de actividad, empleo y paro	Total
Comunitat Valenciana	01 - EDUCACIÓN	Tasa de actividad	92,5
Comunitat Valenciana	01 - EDUCACIÓN	Tasa de empleo	82
Comunitat Valenciana	01 - EDUCACIÓN	Tasa de paro	11,3
Comunitat Valenciana	Formación de docentes de enseñanza infantil	Tasa de actividad	90,8
Comunitat Valenciana	Formación de docentes de enseñanza infantil	Tasa de empleo	77
Comunitat Valenciana	Formación de docentes de enseñanza infantil	Tasa de paro	15,1
Comunitat Valenciana	Formación de docentes de enseñanza primaria	Tasa de actividad	92,9
Comunitat Valenciana	Formación de docentes de enseñanza primaria	Tasa de empleo	84,1
Comunitat Valenciana	Formación de docentes de enseñanza primaria	Tasa de paro	9,4
Comunitat Valenciana	Educación (Otros estudios)	Tasa de actividad	95
Comunitat Valenciana	Educación (Otros estudios)	Tasa de empleo	85,8
Comunitat Valenciana	Educación (Otros estudios)	Tasa de paro	9,6
Comunitat Valenciana	02 - ARTES Y HUMANIDADES	Tasa de actividad	88,5
Comunitat Valenciana	02 - ARTES Y HUMANIDADES	Tasa de empleo	76,1
Comunitat Valenciana	02 - ARTES Y HUMANIDADES	Tasa de paro	14
Comunitat Valenciana	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	96,3
Comunitat Valenciana	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	81,6
Comunitat Valenciana	Técnicas audiovisuales y medios de comunicación	Tasa de paro	15,3
Comunitat Valenciana	Artes (Otros estudios)	Tasa de actividad	81,6
Comunitat Valenciana	Artes (Otros estudios)	Tasa de empleo	69,2
Comunitat Valenciana	Artes (Otros estudios)	Tasa de paro	15,2
Comunitat Valenciana	Humanidades	Tasa de actividad	80,5
Comunitat Valenciana	Humanidades	Tasa de empleo	66,2
Comunitat Valenciana	Humanidades	Tasa de paro	17,8
Comunitat Valenciana	Lenguas	Tasa de actividad	96,8
Comunitat Valenciana	Lenguas	Tasa de empleo	86,4
Comunitat Valenciana	Lenguas	Tasa de paro	10,8
Comunitat Valenciana	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	93,1
Comunitat Valenciana	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	83,8
Comunitat Valenciana	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	10
Comunitat Valenciana	Economía	Tasa de actividad	91,5
Comunitat Valenciana	Economía	Tasa de empleo	84,4
Comunitat Valenciana	Economía	Tasa de paro	7,7
Comunitat Valenciana	Psicología	Tasa de actividad	90,9
Comunitat Valenciana	Psicología	Tasa de empleo	78,6
Comunitat Valenciana	Psicología	Tasa de paro	13,6
Comunitat Valenciana	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	93,2
Comunitat Valenciana	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	88,3
Comunitat Valenciana	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	5,3
Comunitat Valenciana	Periodismo y documentación	Tasa de actividad	100
Comunitat Valenciana	Periodismo y documentación	Tasa de empleo	86,1
Comunitat Valenciana	Periodismo y documentación	Tasa de paro	13,9
Comunitat Valenciana	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	90,9
Comunitat Valenciana	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	81,5
Comunitat Valenciana	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	10,4
Comunitat Valenciana	Dirección y administración	Tasa de actividad	94,5
Comunitat Valenciana	Dirección y administración	Tasa de empleo	86,3
Comunitat Valenciana	Dirección y administración	Tasa de paro	8,7
Comunitat Valenciana	Negocios y administración (Otros estudios)	Tasa de actividad	97,7
Comunitat Valenciana	Negocios y administración (Otros estudios)	Tasa de empleo	79,2
Comunitat Valenciana	Negocios y administración (Otros estudios)	Tasa de paro	19
Comunitat Valenciana	Derecho	Tasa de actividad	79,2
Comunitat Valenciana	Derecho	Tasa de empleo	70,8
Comunitat Valenciana	Derecho	Tasa de paro	10,6
Comunitat Valenciana	05 - CIENCIAS	Tasa de actividad	92,2
Comunitat Valenciana	05 - CIENCIAS	Tasa de empleo	81,8
Comunitat Valenciana	05 - CIENCIAS	Tasa de paro	11,3
Comunitat Valenciana	Ciencias de la vida	Tasa de actividad	93,3
Comunitat Valenciana	Ciencias de la vida	Tasa de empleo	81,9
Comunitat Valenciana	Ciencias de la vida	Tasa de paro	12,2
Comunitat Valenciana	Medio ambiente	Tasa de actividad	85,3
Comunitat Valenciana	Medio ambiente	Tasa de empleo	77,9
Comunitat Valenciana	Medio ambiente	Tasa de paro	8,7
Comunitat Valenciana	Ciencias químicas, físicas y geológicas	Tasa de actividad	95,2
Comunitat Valenciana	Ciencias químicas, físicas y geológicas	Tasa de empleo	83,2
Comunitat Valenciana	Ciencias químicas, físicas y geológicas	Tasa de paro	12,6
Comunitat Valenciana	Matemáticas y estadística	Tasa de actividad	89,8
Comunitat Valenciana	Matemáticas y estadística	Tasa de empleo	84,1
Comunitat Valenciana	Matemáticas y estadística	Tasa de paro	6,3
Comunitat Valenciana	06 - INFORMÁTICA	Tasa de actividad	98,9
Comunitat Valenciana	06 - INFORMÁTICA	Tasa de empleo	96,9
Comunitat Valenciana	06 - INFORMÁTICA	Tasa de paro	2
Comunitat Valenciana	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	96,6
Comunitat Valenciana	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	91,3
Comunitat Valenciana	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	5,5
Comunitat Valenciana	Ingeniería y profesiones afines	Tasa de actividad	95,2
Comunitat Valenciana	Ingeniería y profesiones afines	Tasa de empleo	90,2
Comunitat Valenciana	Ingeniería y profesiones afines	Tasa de paro	5,3
Comunitat Valenciana	Industria manufacturera y producción	Tasa de actividad	96,5
Comunitat Valenciana	Industria manufacturera y producción	Tasa de empleo	91
Comunitat Valenciana	Industria manufacturera y producción	Tasa de paro	5,7
Comunitat Valenciana	Arquitectura y construcción	Tasa de actividad	98,4
Comunitat Valenciana	Arquitectura y construcción	Tasa de empleo	92,8
Comunitat Valenciana	Arquitectura y construcción	Tasa de paro	5,7
Comunitat Valenciana	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	90,9
Comunitat Valenciana	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	83,5
Comunitat Valenciana	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	8,2
Comunitat Valenciana	Agricultura y ganadería	Tasa de actividad	89,1
Comunitat Valenciana	Agricultura y ganadería	Tasa de empleo	84,6
Comunitat Valenciana	Agricultura y ganadería	Tasa de paro	5
Comunitat Valenciana	Silvicultura	Tasa de actividad	87,1
Comunitat Valenciana	Silvicultura	Tasa de empleo	68,7
Comunitat Valenciana	Silvicultura	Tasa de paro	21,1
Comunitat Valenciana	Veterinaria	Tasa de actividad	100
Comunitat Valenciana	Veterinaria	Tasa de empleo	92,2
Comunitat Valenciana	Veterinaria	Tasa de paro	7,8
Comunitat Valenciana	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	96,5
Comunitat Valenciana	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	91,6
Comunitat Valenciana	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	5,1
Comunitat Valenciana	Medicina	Tasa de actividad	92,6
Comunitat Valenciana	Medicina	Tasa de empleo	92,6
Comunitat Valenciana	Medicina	Tasa de paro	0
Comunitat Valenciana	Enfermería	Tasa de actividad	95,3
Comunitat Valenciana	Enfermería	Tasa de empleo	86,9
Comunitat Valenciana	Enfermería	Tasa de paro	8,8
Comunitat Valenciana	Salud (Otros estudios)	Tasa de actividad	98,8
Comunitat Valenciana	Salud (Otros estudios)	Tasa de empleo	95,3
Comunitat Valenciana	Salud (Otros estudios)	Tasa de paro	3,6
Comunitat Valenciana	Servicios sociales	Tasa de actividad	95,8
Comunitat Valenciana	Servicios sociales	Tasa de empleo	88,5
Comunitat Valenciana	Servicios sociales	Tasa de paro	7,5
Comunitat Valenciana	10 - SERVICIOS	Tasa de actividad	91,1
Comunitat Valenciana	10 - SERVICIOS	Tasa de empleo	85
Comunitat Valenciana	10 - SERVICIOS	Tasa de paro	6,7
Comunitat Valenciana	Actividades físicas y deportivas	Tasa de actividad	89,8
Comunitat Valenciana	Actividades físicas y deportivas	Tasa de empleo	84,2
Comunitat Valenciana	Actividades físicas y deportivas	Tasa de paro	6,2
Comunitat Valenciana	Viajes, turismo y ocio	Tasa de actividad	94
Comunitat Valenciana	Viajes, turismo y ocio	Tasa de empleo	86,9
Comunitat Valenciana	Viajes, turismo y ocio	Tasa de paro	7,6
Comunitat Valenciana	Servicios (Otros estudios)	Tasa de actividad	0
Comunitat Valenciana	Servicios (Otros estudios)	Tasa de empleo	0
Comunitat Valenciana	Servicios (Otros estudios)	Tasa de paro	0
Extremadura	TOTAL	Tasa de actividad	91,7
Extremadura	TOTAL	Tasa de empleo	82
Extremadura	TOTAL	Tasa de paro	10,7
Extremadura	01 - EDUCACIÓN	Tasa de actividad	87,2
Extremadura	01 - EDUCACIÓN	Tasa de empleo	70,1
Extremadura	01 - EDUCACIÓN	Tasa de paro	19,6
Extremadura	Formación de docentes de enseñanza infantil	Tasa de actividad	90,4
Extremadura	Formación de docentes de enseñanza infantil	Tasa de empleo	62,4
Extremadura	Formación de docentes de enseñanza infantil	Tasa de paro	31
Extremadura	Formación de docentes de enseñanza primaria	Tasa de actividad	85,3
Extremadura	Formación de docentes de enseñanza primaria	Tasa de empleo	72
Extremadura	Formación de docentes de enseñanza primaria	Tasa de paro	15,6
Extremadura	Educación (Otros estudios)	Tasa de actividad	86,5
Extremadura	Educación (Otros estudios)	Tasa de empleo	79,7
Extremadura	Educación (Otros estudios)	Tasa de paro	7,8
Extremadura	02 - ARTES Y HUMANIDADES	Tasa de actividad	83,3
Extremadura	02 - ARTES Y HUMANIDADES	Tasa de empleo	65,2
Extremadura	02 - ARTES Y HUMANIDADES	Tasa de paro	21,8
Extremadura	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	100
Extremadura	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	82,6
Extremadura	Técnicas audiovisuales y medios de comunicación	Tasa de paro	17,4
Extremadura	Artes (Otros estudios)	Tasa de actividad	100
Extremadura	Artes (Otros estudios)	Tasa de empleo	69,9
Extremadura	Artes (Otros estudios)	Tasa de paro	30,1
Extremadura	Humanidades	Tasa de actividad	75
Extremadura	Humanidades	Tasa de empleo	59,5
Extremadura	Humanidades	Tasa de paro	20,8
Extremadura	Lenguas	Tasa de actividad	70,9
Extremadura	Lenguas	Tasa de empleo	54,1
Extremadura	Lenguas	Tasa de paro	23,7
Extremadura	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	92,4
Extremadura	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	83
Extremadura	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	10,2
Extremadura	Economía	Tasa de actividad	85,8
Extremadura	Economía	Tasa de empleo	71,6
Extremadura	Economía	Tasa de paro	16,6
Extremadura	Psicología	Tasa de actividad	0
Extremadura	Psicología	Tasa de empleo	0
Extremadura	Psicología	Tasa de paro	0
Extremadura	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	100
Extremadura	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	87,9
Extremadura	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	12,1
Extremadura	Periodismo y documentación	Tasa de actividad	90,2
Extremadura	Periodismo y documentación	Tasa de empleo	90,2
Extremadura	Periodismo y documentación	Tasa de paro	0
Extremadura	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	91,9
Extremadura	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	83
Extremadura	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	9,7
Extremadura	Dirección y administración	Tasa de actividad	99
Extremadura	Dirección y administración	Tasa de empleo	90,4
Extremadura	Dirección y administración	Tasa de paro	8,8
Extremadura	Negocios y administración (Otros estudios)	Tasa de actividad	100
Extremadura	Negocios y administración (Otros estudios)	Tasa de empleo	92,9
Extremadura	Negocios y administración (Otros estudios)	Tasa de paro	7,1
Extremadura	Derecho	Tasa de actividad	68,2
Extremadura	Derecho	Tasa de empleo	58,3
Extremadura	Derecho	Tasa de paro	14,5
Extremadura	05 - CIENCIAS	Tasa de actividad	91,2
Extremadura	05 - CIENCIAS	Tasa de empleo	76,2
Extremadura	05 - CIENCIAS	Tasa de paro	16,5
Extremadura	Ciencias de la vida	Tasa de actividad	96,8
Extremadura	Ciencias de la vida	Tasa de empleo	75
Extremadura	Ciencias de la vida	Tasa de paro	22,5
Extremadura	Medio ambiente	Tasa de actividad	94,2
Extremadura	Medio ambiente	Tasa de empleo	82,4
Extremadura	Medio ambiente	Tasa de paro	12,5
Extremadura	Ciencias químicas, físicas y geológicas	Tasa de actividad	82,5
Extremadura	Ciencias químicas, físicas y geológicas	Tasa de empleo	74,9
Extremadura	Ciencias químicas, físicas y geológicas	Tasa de paro	9,1
Extremadura	Matemáticas y estadística	Tasa de actividad	87,7
Extremadura	Matemáticas y estadística	Tasa de empleo	71,1
Extremadura	Matemáticas y estadística	Tasa de paro	18,9
Extremadura	06 - INFORMÁTICA	Tasa de actividad	94,2
Extremadura	06 - INFORMÁTICA	Tasa de empleo	91,4
Extremadura	06 - INFORMÁTICA	Tasa de paro	3,1
Extremadura	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	92,8
Extremadura	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	85,9
Extremadura	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	7,4
Extremadura	Ingeniería y profesiones afines	Tasa de actividad	95
Extremadura	Ingeniería y profesiones afines	Tasa de empleo	86,2
Extremadura	Ingeniería y profesiones afines	Tasa de paro	9,2
Extremadura	Industria manufacturera y producción	Tasa de actividad	93,9
Extremadura	Industria manufacturera y producción	Tasa de empleo	93,9
Extremadura	Industria manufacturera y producción	Tasa de paro	0
Extremadura	Arquitectura y construcción	Tasa de actividad	91
Extremadura	Arquitectura y construcción	Tasa de empleo	85,1
Extremadura	Arquitectura y construcción	Tasa de paro	6,5
Extremadura	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	99,2
Extremadura	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	95,5
Extremadura	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	3,7
Extremadura	Agricultura y ganadería	Tasa de actividad	100
Extremadura	Agricultura y ganadería	Tasa de empleo	92,9
Extremadura	Agricultura y ganadería	Tasa de paro	7,1
Extremadura	Silvicultura	Tasa de actividad	95,5
Extremadura	Silvicultura	Tasa de empleo	95,5
Extremadura	Silvicultura	Tasa de paro	0
Extremadura	Veterinaria	Tasa de actividad	100
Extremadura	Veterinaria	Tasa de empleo	97,3
Extremadura	Veterinaria	Tasa de paro	2,7
Extremadura	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	97,2
Extremadura	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	94,9
Extremadura	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	2,4
Extremadura	Medicina	Tasa de actividad	97,3
Extremadura	Medicina	Tasa de empleo	97,3
Extremadura	Medicina	Tasa de paro	0
Extremadura	Enfermería	Tasa de actividad	98,2
Extremadura	Enfermería	Tasa de empleo	96,5
Extremadura	Enfermería	Tasa de paro	1,8
Extremadura	Salud (Otros estudios)	Tasa de actividad	94,4
Extremadura	Salud (Otros estudios)	Tasa de empleo	90,4
Extremadura	Salud (Otros estudios)	Tasa de paro	4,2
Extremadura	Servicios sociales	Tasa de actividad	100
Extremadura	Servicios sociales	Tasa de empleo	86,1
Extremadura	Servicios sociales	Tasa de paro	13,9
Extremadura	10 - SERVICIOS	Tasa de actividad	87,6
Extremadura	10 - SERVICIOS	Tasa de empleo	73,8
Extremadura	10 - SERVICIOS	Tasa de paro	15,7
Extremadura	Actividades físicas y deportivas	Tasa de actividad	86,9
Extremadura	Actividades físicas y deportivas	Tasa de empleo	76
Extremadura	Actividades físicas y deportivas	Tasa de paro	12,5
Extremadura	Viajes, turismo y ocio	Tasa de actividad	92,4
Extremadura	Viajes, turismo y ocio	Tasa de empleo	59,1
Extremadura	Viajes, turismo y ocio	Tasa de paro	36,1
Extremadura	Servicios (Otros estudios)	Tasa de actividad	0
Extremadura	Servicios (Otros estudios)	Tasa de empleo	0
Extremadura	Servicios (Otros estudios)	Tasa de paro	0
Galicia	TOTAL	Tasa de actividad	91,4
Galicia	TOTAL	Tasa de empleo	83,3
Galicia	TOTAL	Tasa de paro	8,8
Galicia	01 - EDUCACIÓN	Tasa de actividad	89,7
Galicia	01 - EDUCACIÓN	Tasa de empleo	80,7
Galicia	01 - EDUCACIÓN	Tasa de paro	10,1
Galicia	Formación de docentes de enseñanza infantil	Tasa de actividad	91
Galicia	Formación de docentes de enseñanza infantil	Tasa de empleo	83,1
Galicia	Formación de docentes de enseñanza infantil	Tasa de paro	8,7
Galicia	Formación de docentes de enseñanza primaria	Tasa de actividad	87,7
Galicia	Formación de docentes de enseñanza primaria	Tasa de empleo	81,4
Galicia	Formación de docentes de enseñanza primaria	Tasa de paro	7,2
Galicia	Educación (Otros estudios)	Tasa de actividad	90,5
Galicia	Educación (Otros estudios)	Tasa de empleo	77,9
Galicia	Educación (Otros estudios)	Tasa de paro	13,9
Galicia	02 - ARTES Y HUMANIDADES	Tasa de actividad	88,7
Galicia	02 - ARTES Y HUMANIDADES	Tasa de empleo	74,4
Galicia	02 - ARTES Y HUMANIDADES	Tasa de paro	16,2
Galicia	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	95,2
Galicia	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	86,5
Galicia	Técnicas audiovisuales y medios de comunicación	Tasa de paro	9,1
Galicia	Artes (Otros estudios)	Tasa de actividad	81,9
Galicia	Artes (Otros estudios)	Tasa de empleo	65,7
Galicia	Artes (Otros estudios)	Tasa de paro	19,9
Galicia	Humanidades	Tasa de actividad	78,3
Galicia	Humanidades	Tasa de empleo	61,6
Galicia	Humanidades	Tasa de paro	21,4
Galicia	Lenguas	Tasa de actividad	95,1
Galicia	Lenguas	Tasa de empleo	81,1
Galicia	Lenguas	Tasa de paro	14,7
Galicia	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	92,3
Galicia	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	80,2
Galicia	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	13,1
Galicia	Economía	Tasa de actividad	94,7
Galicia	Economía	Tasa de empleo	88,4
Galicia	Economía	Tasa de paro	6,7
Galicia	Psicología	Tasa de actividad	96,2
Galicia	Psicología	Tasa de empleo	86,7
Galicia	Psicología	Tasa de paro	9,9
Galicia	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	85,7
Galicia	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	64,9
Galicia	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	24,3
Galicia	Periodismo y documentación	Tasa de actividad	87,5
Galicia	Periodismo y documentación	Tasa de empleo	70,1
Galicia	Periodismo y documentación	Tasa de paro	19,9
Galicia	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	83,2
Galicia	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	72,9
Galicia	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	12,4
Galicia	Dirección y administración	Tasa de actividad	85,6
Galicia	Dirección y administración	Tasa de empleo	75,4
Galicia	Dirección y administración	Tasa de paro	11,9
Galicia	Negocios y administración (Otros estudios)	Tasa de actividad	94,2
Galicia	Negocios y administración (Otros estudios)	Tasa de empleo	69,4
Galicia	Negocios y administración (Otros estudios)	Tasa de paro	26,3
Galicia	Derecho	Tasa de actividad	77,5
Galicia	Derecho	Tasa de empleo	68,7
Galicia	Derecho	Tasa de paro	11,4
Galicia	05 - CIENCIAS	Tasa de actividad	91,6
Galicia	05 - CIENCIAS	Tasa de empleo	82,1
Galicia	05 - CIENCIAS	Tasa de paro	10,4
Galicia	Ciencias de la vida	Tasa de actividad	95,2
Galicia	Ciencias de la vida	Tasa de empleo	83
Galicia	Ciencias de la vida	Tasa de paro	12,8
Galicia	Medio ambiente	Tasa de actividad	89,2
Galicia	Medio ambiente	Tasa de empleo	80,5
Galicia	Medio ambiente	Tasa de paro	9,8
Galicia	Ciencias químicas, físicas y geológicas	Tasa de actividad	88,1
Galicia	Ciencias químicas, físicas y geológicas	Tasa de empleo	79,9
Galicia	Ciencias químicas, físicas y geológicas	Tasa de paro	9,3
Galicia	Matemáticas y estadística	Tasa de actividad	93,5
Galicia	Matemáticas y estadística	Tasa de empleo	90,3
Galicia	Matemáticas y estadística	Tasa de paro	3,4
Galicia	06 - INFORMÁTICA	Tasa de actividad	98,8
Galicia	06 - INFORMÁTICA	Tasa de empleo	95
Galicia	06 - INFORMÁTICA	Tasa de paro	3,8
Galicia	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,9
Galicia	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	93,7
Galicia	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	4,3
Galicia	Ingeniería y profesiones afines	Tasa de actividad	97,9
Galicia	Ingeniería y profesiones afines	Tasa de empleo	95
Galicia	Ingeniería y profesiones afines	Tasa de paro	3
Galicia	Industria manufacturera y producción	Tasa de actividad	100
Galicia	Industria manufacturera y producción	Tasa de empleo	81,8
Galicia	Industria manufacturera y producción	Tasa de paro	18,2
Galicia	Arquitectura y construcción	Tasa de actividad	97,5
Galicia	Arquitectura y construcción	Tasa de empleo	92,6
Galicia	Arquitectura y construcción	Tasa de paro	5,1
Galicia	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	93
Galicia	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	84,9
Galicia	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	8,7
Galicia	Agricultura y ganadería	Tasa de actividad	85,9
Galicia	Agricultura y ganadería	Tasa de empleo	78,3
Galicia	Agricultura y ganadería	Tasa de paro	8,9
Galicia	Silvicultura	Tasa de actividad	97,1
Galicia	Silvicultura	Tasa de empleo	89
Galicia	Silvicultura	Tasa de paro	8,4
Galicia	Veterinaria	Tasa de actividad	94,1
Galicia	Veterinaria	Tasa de empleo	85,5
Galicia	Veterinaria	Tasa de paro	9,1
Galicia	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	95,6
Galicia	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	91,5
Galicia	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	4,3
Galicia	Medicina	Tasa de actividad	96,4
Galicia	Medicina	Tasa de empleo	94,7
Galicia	Medicina	Tasa de paro	1,7
Galicia	Enfermería	Tasa de actividad	94,3
Galicia	Enfermería	Tasa de empleo	89,9
Galicia	Enfermería	Tasa de paro	4,7
Galicia	Salud (Otros estudios)	Tasa de actividad	98,5
Galicia	Salud (Otros estudios)	Tasa de empleo	95
Galicia	Salud (Otros estudios)	Tasa de paro	3,6
Galicia	Servicios sociales	Tasa de actividad	87,5
Galicia	Servicios sociales	Tasa de empleo	76,8
Galicia	Servicios sociales	Tasa de paro	12,2
Galicia	10 - SERVICIOS	Tasa de actividad	89,1
Galicia	10 - SERVICIOS	Tasa de empleo	80
Galicia	10 - SERVICIOS	Tasa de paro	10,1
Galicia	Actividades físicas y deportivas	Tasa de actividad	83,9
Galicia	Actividades físicas y deportivas	Tasa de empleo	74,1
Galicia	Actividades físicas y deportivas	Tasa de paro	11,7
Galicia	Viajes, turismo y ocio	Tasa de actividad	97,5
Galicia	Viajes, turismo y ocio	Tasa de empleo	89
Galicia	Viajes, turismo y ocio	Tasa de paro	8,8
Galicia	Servicios (Otros estudios)	Tasa de actividad	100
Galicia	Servicios (Otros estudios)	Tasa de empleo	94,9
Galicia	Servicios (Otros estudios)	Tasa de paro	5,1
Madrid, Comunidad de	TOTAL	Tasa de actividad	95,1
Madrid, Comunidad de	TOTAL	Tasa de empleo	89
Madrid, Comunidad de	TOTAL	Tasa de paro	6,4
Madrid, Comunidad de	01 - EDUCACIÓN	Tasa de actividad	94,9
Madrid, Comunidad de	01 - EDUCACIÓN	Tasa de empleo	84
Madrid, Comunidad de	01 - EDUCACIÓN	Tasa de paro	11,5
Madrid, Comunidad de	Formación de docentes de enseñanza infantil	Tasa de actividad	94,2
Madrid, Comunidad de	Formación de docentes de enseñanza infantil	Tasa de empleo	79,5
Madrid, Comunidad de	Formación de docentes de enseñanza infantil	Tasa de paro	15,7
Madrid, Comunidad de	Formación de docentes de enseñanza primaria	Tasa de actividad	95,1
Madrid, Comunidad de	Formación de docentes de enseñanza primaria	Tasa de empleo	85,4
Madrid, Comunidad de	Formación de docentes de enseñanza primaria	Tasa de paro	10,2
Madrid, Comunidad de	Educación (Otros estudios)	Tasa de actividad	95,8
Madrid, Comunidad de	Educación (Otros estudios)	Tasa de empleo	91,7
Madrid, Comunidad de	Educación (Otros estudios)	Tasa de paro	4,4
Madrid, Comunidad de	02 - ARTES Y HUMANIDADES	Tasa de actividad	89,3
Madrid, Comunidad de	02 - ARTES Y HUMANIDADES	Tasa de empleo	77,9
Madrid, Comunidad de	02 - ARTES Y HUMANIDADES	Tasa de paro	12,8
Madrid, Comunidad de	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	98,2
Madrid, Comunidad de	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	85,9
Madrid, Comunidad de	Técnicas audiovisuales y medios de comunicación	Tasa de paro	12,6
Madrid, Comunidad de	Artes (Otros estudios)	Tasa de actividad	83
Madrid, Comunidad de	Artes (Otros estudios)	Tasa de empleo	72
Madrid, Comunidad de	Artes (Otros estudios)	Tasa de paro	13,3
Madrid, Comunidad de	Humanidades	Tasa de actividad	84,5
Madrid, Comunidad de	Humanidades	Tasa de empleo	70,5
Madrid, Comunidad de	Humanidades	Tasa de paro	16,5
Madrid, Comunidad de	Lenguas	Tasa de actividad	89,7
Madrid, Comunidad de	Lenguas	Tasa de empleo	80,3
Madrid, Comunidad de	Lenguas	Tasa de paro	10,5
Madrid, Comunidad de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	96,5
Madrid, Comunidad de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	88,7
Madrid, Comunidad de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	8
Madrid, Comunidad de	Economía	Tasa de actividad	94,9
