Comunidades y ciudades autónomas	Sexo	periodo	Total
Madrid (Comunidad de)	Ambos sexos	2026	78,69
Madrid (Comunidad de)	Ambos sexos	2025	78,9
Madrid (Comunidad de)	Ambos sexos	2024	79,16
Madrid (Comunidad de)	Ambos sexos	2023	79,37
Madrid (Comunidad de)	Ambos sexos	2022	79,5
Madrid (Comunidad de)	Ambos sexos	2021	79,66
Madrid (Comunidad de)	Ambos sexos	2020	79,75
Madrid (Comunidad de)	Ambos sexos	2019	79,94
Madrid (Comunidad de)	Ambos sexos	2018	80,05
Madrid (Comunidad de)	Ambos sexos	2017	80,15
Madrid (Comunidad de)	Ambos sexos	2016	80,15
Madrid (Comunidad de)	Ambos sexos	2015	79,65
Madrid (Comunidad de)	Ambos sexos	2014	78,47
Madrid (Comunidad de)	Ambos sexos	2013	78,94
Madrid (Comunidad de)	Ambos sexos	2012	78,82
Madrid (Comunidad de)	Ambos sexos	2011	79,24
Madrid (Comunidad de)	Ambos sexos	2010	78,74
Madrid (Comunidad de)	Ambos sexos	2009	78,49
Madrid (Comunidad de)	Ambos sexos	2008	77,36
Madrid (Comunidad de)	Ambos sexos	2007	76,86
Madrid (Comunidad de)	Ambos sexos	2006	75,6
Madrid (Comunidad de)	Ambos sexos	2005	74,2
Madrid (Comunidad de)	Ambos sexos	2004	71,71
Madrid (Comunidad de)	Ambos sexos	2003	70,61
Madrid (Comunidad de)	Ambos sexos	2002	69,5
Madrid (Comunidad de)	Ambos sexos	2001	67,31
Madrid (Comunidad de)	Ambos sexos	2000	65,04
Madrid (Comunidad de)	Ambos sexos	1999	63,19
Madrid (Comunidad de)	Ambos sexos	1998	61,32
Madrid (Comunidad de)	Ambos sexos	1997	60,71
Madrid (Comunidad de)	Ambos sexos	1996	60,09
Madrid (Comunidad de)	Ambos sexos	1995	59,46
Madrid (Comunidad de)	Ambos sexos	1994	59,02
Madrid (Comunidad de)	Ambos sexos	1993	58,92
Madrid (Comunidad de)	Ambos sexos	1992	59,1
Madrid (Comunidad de)	Ambos sexos	1991	59,02
Madrid (Comunidad de)	Ambos sexos	1990	58,39
Madrid (Comunidad de)	Ambos sexos	1989	56,95
Madrid (Comunidad de)	Ambos sexos	1988	57,22
Madrid (Comunidad de)	Ambos sexos	1987	56,92
Madrid (Comunidad de)	Ambos sexos	1986	55,93
Madrid (Comunidad de)	Ambos sexos	1985	56,12
Madrid (Comunidad de)	Ambos sexos	1984	56,85
Madrid (Comunidad de)	Ambos sexos	1983	56,56
Madrid (Comunidad de)	Ambos sexos	1982	56,49
Madrid (Comunidad de)	Ambos sexos	1981	56,33
Madrid (Comunidad de)	Ambos sexos	1980	56,62
Madrid (Comunidad de)	Ambos sexos	1979	56,45
Madrid (Comunidad de)	Ambos sexos	1978	57,67
Madrid (Comunidad de)	Ambos sexos	1977	57,8
Madrid (Comunidad de)	Varones	2029	78,86
Madrid (Comunidad de)	Varones	2028	78,99
Madrid (Comunidad de)	Varones	2027	79,21
Madrid (Comunidad de)	Varones	2026	79,45
Madrid (Comunidad de)	Varones	2025	79,75
Madrid (Comunidad de)	Varones	2024	80,07
Madrid (Comunidad de)	Varones	2023	80,34
Madrid (Comunidad de)	Varones	2022	80,57
Madrid (Comunidad de)	Varones	2021	80,81
Madrid (Comunidad de)	Varones	2020	81,08
Madrid (Comunidad de)	Varones	2019	81,36
Madrid (Comunidad de)	Varones	2018	81,61
Madrid (Comunidad de)	Varones	2017	81,89
Madrid (Comunidad de)	Varones	2016	82,19
Madrid (Comunidad de)	Varones	2015	84,48
Madrid (Comunidad de)	Varones	2014	83,19
Madrid (Comunidad de)	Varones	2013	83,42
Madrid (Comunidad de)	Varones	2012	84,13
Madrid (Comunidad de)	Varones	2011	84,72
Madrid (Comunidad de)	Varones	2010	84,93
Madrid (Comunidad de)	Varones	2009	85,61
Madrid (Comunidad de)	Varones	2008	85,08
Madrid (Comunidad de)	Varones	2007	85,34
Madrid (Comunidad de)	Varones	2006	83,98
Madrid (Comunidad de)	Varones	2005	84,15
Madrid (Comunidad de)	Varones	2004	82,8
Madrid (Comunidad de)	Varones	2003	82,12
Madrid (Comunidad de)	Varones	2002	81,94
Madrid (Comunidad de)	Varones	2001	80,53
Madrid (Comunidad de)	Varones	2000	78,51
Madrid (Comunidad de)	Varones	1999	77,06
Madrid (Comunidad de)	Varones	1998	75,82
Madrid (Comunidad de)	Varones	1997	75,64
Madrid (Comunidad de)	Varones	1996	75,14
Madrid (Comunidad de)	Varones	1995	75,06
Madrid (Comunidad de)	Varones	1994	76,36
Madrid (Comunidad de)	Varones	1993	77,39
Madrid (Comunidad de)	Varones	1992	78,73
Madrid (Comunidad de)	Varones	1991	78,76
Madrid (Comunidad de)	Varones	1990	77,88
Madrid (Comunidad de)	Varones	1989	78,03
Madrid (Comunidad de)	Varones	1988	78,27
Madrid (Comunidad de)	Varones	1987	78,46
Madrid (Comunidad de)	Varones	1986	78,4
Madrid (Comunidad de)	Varones	1985	79,12
Madrid (Comunidad de)	Varones	1984	80,38
Madrid (Comunidad de)	Varones	1983	81,1
Madrid (Comunidad de)	Varones	1982	81,92
Madrid (Comunidad de)	Varones	1981	82,31
Madrid (Comunidad de)	Varones	1980	83,56
Madrid (Comunidad de)	Varones	1979	84,37
Madrid (Comunidad de)	Varones	1978	86,07
Madrid (Comunidad de)	Varones	1977	85,72
Madrid (Comunidad de)	Mujeres	2029	77,49
Madrid (Comunidad de)	Mujeres	2028	77,57
Madrid (Comunidad de)	Mujeres	2027	77,78
Madrid (Comunidad de)	Mujeres	2026	77,98
Madrid (Comunidad de)	Mujeres	2025	78,1
Madrid (Comunidad de)	Mujeres	2024	78,29
Madrid (Comunidad de)	Mujeres	2023	78,46
Madrid (Comunidad de)	Mujeres	2022	78,49
Madrid (Comunidad de)	Mujeres	2021	78,57
Madrid (Comunidad de)	Mujeres	2020	78,49
Madrid (Comunidad de)	Mujeres	2019	78,6
Madrid (Comunidad de)	Mujeres	2018	78,58
Madrid (Comunidad de)	Mujeres	2017	78,51
Madrid (Comunidad de)	Mujeres	2016	78,23
Madrid (Comunidad de)	Mujeres	2015	75,06
Madrid (Comunidad de)	Mujeres	2014	73,97
Madrid (Comunidad de)	Mujeres	2013	74,67
Madrid (Comunidad de)	Mujeres	2012	73,73
Madrid (Comunidad de)	Mujeres	2011	73,95
Madrid (Comunidad de)	Mujeres	2010	72,74
Madrid (Comunidad de)	Mujeres	2009	71,57
Madrid (Comunidad de)	Mujeres	2008	69,82
Madrid (Comunidad de)	Mujeres	2007	68,61
Madrid (Comunidad de)	Mujeres	2006	67,44
Madrid (Comunidad de)	Mujeres	2005	64,53
Madrid (Comunidad de)	Mujeres	2004	60,96
Madrid (Comunidad de)	Mujeres	2003	59,48
Madrid (Comunidad de)	Mujeres	2002	57,51
Madrid (Comunidad de)	Mujeres	2001	54,59
Madrid (Comunidad de)	Mujeres	2000	52,09
Madrid (Comunidad de)	Mujeres	1999	49,86
Madrid (Comunidad de)	Mujeres	1998	47,36
Madrid (Comunidad de)	Mujeres	1997	46,35
Madrid (Comunidad de)	Mujeres	1996	45,57
Madrid (Comunidad de)	Mujeres	1995	44,42
Madrid (Comunidad de)	Mujeres	1994	42,32
Madrid (Comunidad de)	Mujeres	1993	41,17
Madrid (Comunidad de)	Mujeres	1992	40,26
Madrid (Comunidad de)	Mujeres	1991	40,14
Madrid (Comunidad de)	Mujeres	1990	39,79
Madrid (Comunidad de)	Mujeres	1989	36,87
Madrid (Comunidad de)	Mujeres	1988	37,2
Madrid (Comunidad de)	Mujeres	1987	36,49
Madrid (Comunidad de)	Mujeres	1986	34,66
Madrid (Comunidad de)	Mujeres	1985	34,4
Madrid (Comunidad de)	Mujeres	1984	34,67
Madrid (Comunidad de)	Mujeres	1983	33,5
Madrid (Comunidad de)	Mujeres	1982	32,65
Madrid (Comunidad de)	Mujeres	1981	32,03
Madrid (Comunidad de)	Mujeres	1980	31,46
Madrid (Comunidad de)	Mujeres	1979	30,46
Madrid (Comunidad de)	Mujeres	1978	31,31
Madrid (Comunidad de)	Mujeres	1977	31,98
Murcia (Región de)	Ambos sexos	2029	75,43
Murcia (Región de)	Ambos sexos	2028	75,48
Murcia (Región de)	Ambos sexos	2027	75,62
Murcia (Región de)	Ambos sexos	2026	75,78
Murcia (Región de)	Ambos sexos	2025	75,86
Murcia (Región de)	Ambos sexos	2024	76,05
Murcia (Región de)	Ambos sexos	2023	76,19
Murcia (Región de)	Ambos sexos	2022	76,31
Murcia (Región de)	Ambos sexos	2021	76,41
Murcia (Región de)	Ambos sexos	2020	76,47
Murcia (Región de)	Ambos sexos	2019	76,55
Murcia (Región de)	Ambos sexos	2018	76,48
Murcia (Región de)	Ambos sexos	2017	76,31
Murcia (Región de)	Ambos sexos	2016	76,01
Murcia (Región de)	Ambos sexos	2015	73,65
Murcia (Región de)	Ambos sexos	2014	74,54
Murcia (Región de)	Ambos sexos	2013	74,1
Murcia (Región de)	Ambos sexos	2012	74,42
Murcia (Región de)	Ambos sexos	2011	74,09
Murcia (Región de)	Ambos sexos	2010	73,11
Murcia (Región de)	Ambos sexos	2009	73,58
Murcia (Región de)	Ambos sexos	2008	72,76
Murcia (Región de)	Ambos sexos	2007	71,35
Murcia (Región de)	Ambos sexos	2006	70,53
Murcia (Región de)	Ambos sexos	2005	70,11
Murcia (Región de)	Ambos sexos	2004	69,84
Murcia (Región de)	Ambos sexos	2003	68,31
Murcia (Región de)	Ambos sexos	2002	66,24
Murcia (Región de)	Ambos sexos	2001	64,83
Murcia (Región de)	Ambos sexos	2000	63,58
Murcia (Región de)	Ambos sexos	1999	61,52
Murcia (Región de)	Ambos sexos	1998	62,15
Murcia (Región de)	Ambos sexos	1997	59,51
Murcia (Región de)	Ambos sexos	1996	59,97
Murcia (Región de)	Ambos sexos	1995	60,88
Murcia (Región de)	Ambos sexos	1994	60,97
Murcia (Región de)	Ambos sexos	1993	61,11
Murcia (Región de)	Ambos sexos	1992	60,26
Murcia (Región de)	Ambos sexos	1991	60,43
Murcia (Región de)	Ambos sexos	1990	60,22
Murcia (Región de)	Ambos sexos	1989	59,31
Murcia (Región de)	Ambos sexos	1988	58,91
Murcia (Región de)	Ambos sexos	1987	55,79
Murcia (Región de)	Ambos sexos	1986	54,96
Murcia (Región de)	Ambos sexos	1985	55,35
Murcia (Región de)	Ambos sexos	1984	53,77
Murcia (Región de)	Ambos sexos	1983	54,83
Murcia (Región de)	Ambos sexos	1982	55,54
Murcia (Región de)	Ambos sexos	1981	55,13
Murcia (Región de)	Ambos sexos	1980	56,92
Murcia (Región de)	Ambos sexos	1979	60,07
Murcia (Región de)	Ambos sexos	1978	60,26
Murcia (Región de)	Ambos sexos	1977	60,04
Murcia (Región de)	Varones	2029	77,28
Murcia (Región de)	Varones	2028	77,34
Murcia (Región de)	Varones	2027	77,5
Murcia (Región de)	Varones	2026	77,68
Murcia (Región de)	Varones	2025	77,91
Murcia (Región de)	Varones	2024	78,27
Murcia (Región de)	Varones	2023	78,63
Murcia (Región de)	Varones	2022	79,01
Murcia (Región de)	Varones	2021	79,47
Murcia (Región de)	Varones	2020	79,91
Murcia (Región de)	Varones	2019	80,37
Murcia (Región de)	Varones	2018	80,68
Murcia (Región de)	Varones	2017	80,98
Murcia (Región de)	Varones	2016	81,15
Murcia (Región de)	Varones	2015	81,13
Murcia (Región de)	Varones	2014	81,76
Murcia (Región de)	Varones	2013	81,19
Murcia (Región de)	Varones	2012	81,99
Murcia (Región de)	Varones	2011	82,17
Murcia (Región de)	Varones	2010	81,68
Murcia (Región de)	Varones	2009	83,47
Murcia (Región de)	Varones	2008	83,67
Murcia (Región de)	Varones	2007	83,49
Murcia (Región de)	Varones	2006	83,12
Murcia (Región de)	Varones	2005	83,59
Murcia (Región de)	Varones	2004	84,12
Murcia (Región de)	Varones	2003	82,86
Murcia (Región de)	Varones	2002	81,77
Murcia (Región de)	Varones	2001	81,48
Murcia (Región de)	Varones	2000	79,71
Murcia (Región de)	Varones	1999	78,16
Murcia (Región de)	Varones	1998	77,68
Murcia (Región de)	Varones	1997	75,48
Murcia (Región de)	Varones	1996	76,11
Murcia (Región de)	Varones	1995	77,02
Murcia (Región de)	Varones	1994	78,13
Murcia (Región de)	Varones	1993	78,81
Murcia (Región de)	Varones	1992	77,85
Murcia (Región de)	Varones	1991	79,34
Murcia (Región de)	Varones	1990	79,29
Murcia (Región de)	Varones	1989	78,02
Murcia (Región de)	Varones	1988	78,23
Murcia (Región de)	Varones	1987	77,24
Murcia (Región de)	Varones	1986	77,7
Murcia (Región de)	Varones	1985	78,12
Murcia (Región de)	Varones	1984	77,73
Murcia (Región de)	Varones	1983	79,29
Murcia (Región de)	Varones	1982	79,77
Murcia (Región de)	Varones	1981	81,01
Murcia (Región de)	Varones	1980	83,04
Murcia (Región de)	Varones	1979	84,77
Murcia (Región de)	Varones	1978	85,72
Murcia (Región de)	Varones	1977	85,34
Murcia (Región de)	Mujeres	2029	73,54
Murcia (Región de)	Mujeres	2028	73,58
Murcia (Región de)	Mujeres	2027	73,71
Murcia (Región de)	Mujeres	2026	73,85
Murcia (Región de)	Mujeres	2025	73,78
Murcia (Región de)	Mujeres	2024	73,79
Murcia (Región de)	Mujeres	2023	73,71
Murcia (Región de)	Mujeres	2022	73,54
Murcia (Región de)	Mujeres	2021	73,28
Murcia (Región de)	Mujeres	2020	72,93
Murcia (Región de)	Mujeres	2019	72,63
Murcia (Región de)	Mujeres	2018	72,16
Murcia (Región de)	Mujeres	2017	71,49
Murcia (Región de)	Mujeres	2016	70,68
Murcia (Región de)	Mujeres	2015	65,83
Murcia (Región de)	Mujeres	2014	66,98
Murcia (Región de)	Mujeres	2013	66,63
Murcia (Región de)	Mujeres	2012	66,39
Murcia (Región de)	Mujeres	2011	65,49
Murcia (Región de)	Mujeres	2010	63,95
Murcia (Región de)	Mujeres	2009	62,97
Murcia (Región de)	Mujeres	2008	61,02
Murcia (Región de)	Mujeres	2007	58,26
Murcia (Región de)	Mujeres	2006	56,94
Murcia (Región de)	Mujeres	2005	55,74
Murcia (Región de)	Mujeres	2004	54,83
Murcia (Región de)	Mujeres	2003	53,08
Murcia (Región de)	Mujeres	2002	50,11
Murcia (Región de)	Mujeres	2001	47,7
Murcia (Región de)	Mujeres	2000	47,13
Murcia (Región de)	Mujeres	1999	44,63
Murcia (Región de)	Mujeres	1998	46,44
Murcia (Región de)	Mujeres	1997	43,43
Murcia (Región de)	Mujeres	1996	43,87
Murcia (Región de)	Mujeres	1995	44,84
Murcia (Región de)	Mujeres	1994	43,95
Murcia (Región de)	Mujeres	1993	43,58
Murcia (Región de)	Mujeres	1992	42,87
Murcia (Región de)	Mujeres	1991	41,76
Murcia (Región de)	Mujeres	1990	41,41
Murcia (Región de)	Mujeres	1989	40,88
Murcia (Región de)	Mujeres	1988	39,88
Murcia (Región de)	Mujeres	1987	34,68
Murcia (Región de)	Mujeres	1986	32,6
Murcia (Región de)	Mujeres	1985	32,99
Murcia (Región de)	Mujeres	1984	30,28
Murcia (Región de)	Mujeres	1983	30,93
Murcia (Región de)	Mujeres	1982	31,93
Murcia (Región de)	Mujeres	1981	29,95
Murcia (Región de)	Mujeres	1980	31,53
Murcia (Región de)	Mujeres	1979	36,09
Murcia (Región de)	Mujeres	1978	35,58
Murcia (Región de)	Mujeres	1977	35,56
Navarra (Comunidad Foral de)	Ambos sexos	2029	72,73
Navarra (Comunidad Foral de)	Ambos sexos	2028	72,87
Navarra (Comunidad Foral de)	Ambos sexos	2027	73,12
Navarra (Comunidad Foral de)	Ambos sexos	2026	73,38
Navarra (Comunidad Foral de)	Ambos sexos	2025	73,68
Navarra (Comunidad Foral de)	Ambos sexos	2024	73,87
Navarra (Comunidad Foral de)	Ambos sexos	2023	74,13
Navarra (Comunidad Foral de)	Ambos sexos	2022	74,18
Navarra (Comunidad Foral de)	Ambos sexos	2021	74,39
Navarra (Comunidad Foral de)	Ambos sexos	2020	74,55
Navarra (Comunidad Foral de)	Ambos sexos	2019	74,88
Navarra (Comunidad Foral de)	Ambos sexos	2018	75,07
Navarra (Comunidad Foral de)	Ambos sexos	2017	75,39
Navarra (Comunidad Foral de)	Ambos sexos	2016	75,5
Navarra (Comunidad Foral de)	Ambos sexos	2015	75,38
Navarra (Comunidad Foral de)	Ambos sexos	2014	76,1
Navarra (Comunidad Foral de)	Ambos sexos	2013	76
Navarra (Comunidad Foral de)	Ambos sexos	2012	75,92
Navarra (Comunidad Foral de)	Ambos sexos	2011	76,16
Navarra (Comunidad Foral de)	Ambos sexos	2010	75,48
Navarra (Comunidad Foral de)	Ambos sexos	2009	75,99
Navarra (Comunidad Foral de)	Ambos sexos	2008	75,62
Navarra (Comunidad Foral de)	Ambos sexos	2007	76,17
Navarra (Comunidad Foral de)	Ambos sexos	2006	75,17
Navarra (Comunidad Foral de)	Ambos sexos	2005	72,94
Navarra (Comunidad Foral de)	Ambos sexos	2004	71,06
Navarra (Comunidad Foral de)	Ambos sexos	2003	70,3
Navarra (Comunidad Foral de)	Ambos sexos	2002	69,64
Navarra (Comunidad Foral de)	Ambos sexos	2001	69,29
Navarra (Comunidad Foral de)	Ambos sexos	2000	66,77
Navarra (Comunidad Foral de)	Ambos sexos	1999	65,69
Navarra (Comunidad Foral de)	Ambos sexos	1998	65,35
Navarra (Comunidad Foral de)	Ambos sexos	1997	63,36
Navarra (Comunidad Foral de)	Ambos sexos	1996	62,03
Navarra (Comunidad Foral de)	Ambos sexos	1995	60,53
Navarra (Comunidad Foral de)	Ambos sexos	1994	59,96
Navarra (Comunidad Foral de)	Ambos sexos	1993	60,11
Navarra (Comunidad Foral de)	Ambos sexos	1992	60,74
Navarra (Comunidad Foral de)	Ambos sexos	1991	60,02
Navarra (Comunidad Foral de)	Ambos sexos	1990	60,37
Navarra (Comunidad Foral de)	Ambos sexos	1989	60,01
Navarra (Comunidad Foral de)	Ambos sexos	1988	60,11
Navarra (Comunidad Foral de)	Ambos sexos	1987	58,92
Navarra (Comunidad Foral de)	Ambos sexos	1986	58,83
Navarra (Comunidad Foral de)	Ambos sexos	1985	57,48
Navarra (Comunidad Foral de)	Ambos sexos	1984	57,6
Navarra (Comunidad Foral de)	Ambos sexos	1983	58,45
Navarra (Comunidad Foral de)	Ambos sexos	1982	58,34
Navarra (Comunidad Foral de)	Ambos sexos	1981	58,61
Navarra (Comunidad Foral de)	Ambos sexos	1980	59,95
Navarra (Comunidad Foral de)	Ambos sexos	1979	59,69
Navarra (Comunidad Foral de)	Ambos sexos	1978	59,36
Navarra (Comunidad Foral de)	Ambos sexos	1977	59,88
Navarra (Comunidad Foral de)	Varones	2029	74,54
Navarra (Comunidad Foral de)	Varones	2028	74,68
Navarra (Comunidad Foral de)	Varones	2027	74,95
Navarra (Comunidad Foral de)	Varones	2026	75,23
Navarra (Comunidad Foral de)	Varones	2025	75,83
Navarra (Comunidad Foral de)	Varones	2024	76,04
Navarra (Comunidad Foral de)	Varones	2023	76,6
Navarra (Comunidad Foral de)	Varones	2022	76,67
Navarra (Comunidad Foral de)	Varones	2021	77,12
Navarra (Comunidad Foral de)	Varones	2020	77,43
Navarra (Comunidad Foral de)	Varones	2019	78,08
Navarra (Comunidad Foral de)	Varones	2018	78,54
Navarra (Comunidad Foral de)	Varones	2017	79,37
Navarra (Comunidad Foral de)	Varones	2016	79,75
Navarra (Comunidad Foral de)	Varones	2015	80,33
Navarra (Comunidad Foral de)	Varones	2014	81,62
Navarra (Comunidad Foral de)	Varones	2013	81,31
Navarra (Comunidad Foral de)	Varones	2012	80,97
Navarra (Comunidad Foral de)	Varones	2011	82,06
Navarra (Comunidad Foral de)	Varones	2010	82,24
Navarra (Comunidad Foral de)	Varones	2009	83,89
Navarra (Comunidad Foral de)	Varones	2008	84,18
Navarra (Comunidad Foral de)	Varones	2007	85,51
Navarra (Comunidad Foral de)	Varones	2006	84,18
Navarra (Comunidad Foral de)	Varones	2005	83,7
Navarra (Comunidad Foral de)	Varones	2004	81,62
Navarra (Comunidad Foral de)	Varones	2003	81,27
Navarra (Comunidad Foral de)	Varones	2002	82,8
Navarra (Comunidad Foral de)	Varones	2001	83,99
Navarra (Comunidad Foral de)	Varones	2000	81,44
Navarra (Comunidad Foral de)	Varones	1999	80,8
Navarra (Comunidad Foral de)	Varones	1998	79,69
Navarra (Comunidad Foral de)	Varones	1997	79,36
Navarra (Comunidad Foral de)	Varones	1996	77,95
Navarra (Comunidad Foral de)	Varones	1995	76,36
Navarra (Comunidad Foral de)	Varones	1994	76,09
Navarra (Comunidad Foral de)	Varones	1993	77,04
Navarra (Comunidad Foral de)	Varones	1992	78,07
Navarra (Comunidad Foral de)	Varones	1991	77,74
Navarra (Comunidad Foral de)	Varones	1990	79,54
Navarra (Comunidad Foral de)	Varones	1989	79,69
Navarra (Comunidad Foral de)	Varones	1988	80,12
Navarra (Comunidad Foral de)	Varones	1987	81,21
Navarra (Comunidad Foral de)	Varones	1986	81,44
Navarra (Comunidad Foral de)	Varones	1985	80,47
Navarra (Comunidad Foral de)	Varones	1984	81,4
Navarra (Comunidad Foral de)	Varones	1983	83,48
Navarra (Comunidad Foral de)	Varones	1982	83,4
Navarra (Comunidad Foral de)	Varones	1981	84,28
Navarra (Comunidad Foral de)	Varones	1980	84,75
Navarra (Comunidad Foral de)	Varones	1979	85,45
Navarra (Comunidad Foral de)	Varones	1978	86,26
Navarra (Comunidad Foral de)	Varones	1977	86,22
Navarra (Comunidad Foral de)	Mujeres	2029	70,92
Navarra (Comunidad Foral de)	Mujeres	2028	71,07
Navarra (Comunidad Foral de)	Mujeres	2027	71,3
Navarra (Comunidad Foral de)	Mujeres	2026	71,53
Navarra (Comunidad Foral de)	Mujeres	2025	71,53
Navarra (Comunidad Foral de)	Mujeres	2024	71,7
Navarra (Comunidad Foral de)	Mujeres	2023	71,64
Navarra (Comunidad Foral de)	Mujeres	2022	71,68
Navarra (Comunidad Foral de)	Mujeres	2021	71,62
Navarra (Comunidad Foral de)	Mujeres	2020	71,64
Navarra (Comunidad Foral de)	Mujeres	2019	71,61
Navarra (Comunidad Foral de)	Mujeres	2018	71,53
Navarra (Comunidad Foral de)	Mujeres	2017	71,31
Navarra (Comunidad Foral de)	Mujeres	2016	71,13
Navarra (Comunidad Foral de)	Mujeres	2015	70,28
Navarra (Comunidad Foral de)	Mujeres	2014	70,39
Navarra (Comunidad Foral de)	Mujeres	2013	70,46
Navarra (Comunidad Foral de)	Mujeres	2012	70,61
Navarra (Comunidad Foral de)	Mujeres	2011	69,93
Navarra (Comunidad Foral de)	Mujeres	2010	68,31
Navarra (Comunidad Foral de)	Mujeres	2009	67,58
Navarra (Comunidad Foral de)	Mujeres	2008	66,53
Navarra (Comunidad Foral de)	Mujeres	2007	66,32
Navarra (Comunidad Foral de)	Mujeres	2006	65,68
Navarra (Comunidad Foral de)	Mujeres	2005	61,61
Navarra (Comunidad Foral de)	Mujeres	2004	59,95
Navarra (Comunidad Foral de)	Mujeres	2003	58,8
Navarra (Comunidad Foral de)	Mujeres	2002	55,78
Navarra (Comunidad Foral de)	Mujeres	2001	53,8
Navarra (Comunidad Foral de)	Mujeres	2000	51,33
Navarra (Comunidad Foral de)	Mujeres	1999	49,81
Navarra (Comunidad Foral de)	Mujeres	1998	50,3
Navarra (Comunidad Foral de)	Mujeres	1997	46,63
Navarra (Comunidad Foral de)	Mujeres	1996	45,46
Navarra (Comunidad Foral de)	Mujeres	1995	44,08
Navarra (Comunidad Foral de)	Mujeres	1994	43,22
Navarra (Comunidad Foral de)	Mujeres	1993	42,54
Navarra (Comunidad Foral de)	Mujeres	1992	42,77
Navarra (Comunidad Foral de)	Mujeres	1991	41,63
Navarra (Comunidad Foral de)	Mujeres	1990	40,44
Navarra (Comunidad Foral de)	Mujeres	1989	39,58
Navarra (Comunidad Foral de)	Mujeres	1988	39,35
Navarra (Comunidad Foral de)	Mujeres	1987	35,8
Navarra (Comunidad Foral de)	Mujeres	1986	35,4
Navarra (Comunidad Foral de)	Mujeres	1985	33,67
Navarra (Comunidad Foral de)	Mujeres	1984	32,96
Navarra (Comunidad Foral de)	Mujeres	1983	32,58
Navarra (Comunidad Foral de)	Mujeres	1982	32,46
Navarra (Comunidad Foral de)	Mujeres	1981	32,08
Navarra (Comunidad Foral de)	Mujeres	1980	34,29
Navarra (Comunidad Foral de)	Mujeres	1979	33,13
Navarra (Comunidad Foral de)	Mujeres	1978	31,74
Navarra (Comunidad Foral de)	Mujeres	1977	32,93
País Vasco	Ambos sexos	2029	69,35
País Vasco	Ambos sexos	2028	69,51
País Vasco	Ambos sexos	2027	69,82
País Vasco	Ambos sexos	2026	70,19
País Vasco	Ambos sexos	2025	70,49
País Vasco	Ambos sexos	2024	70,86
País Vasco	Ambos sexos	2023	71,19
País Vasco	Ambos sexos	2022	71,54
País Vasco	Ambos sexos	2021	71,92
País Vasco	Ambos sexos	2020	72,34
País Vasco	Ambos sexos	2019	72,79
País Vasco	Ambos sexos	2018	73,11
País Vasco	Ambos sexos	2017	73,37
País Vasco	Ambos sexos	2016	73,64
País Vasco	Ambos sexos	2015	75,11
País Vasco	Ambos sexos	2014	74,75
País Vasco	Ambos sexos	2013	75
País Vasco	Ambos sexos	2012	75,58
País Vasco	Ambos sexos	2011	74,75
País Vasco	Ambos sexos	2010	73,63
País Vasco	Ambos sexos	2009	73,69
País Vasco	Ambos sexos	2008	73,01
País Vasco	Ambos sexos	2007	73,18
País Vasco	Ambos sexos	2006	72,42
País Vasco	Ambos sexos	2005	71,53
País Vasco	Ambos sexos	2004	70,92
País Vasco	Ambos sexos	2003	69,41
País Vasco	Ambos sexos	2002	67,95
País Vasco	Ambos sexos	2001	66,66
País Vasco	Ambos sexos	2000	65,09
País Vasco	Ambos sexos	1999	63,77
País Vasco	Ambos sexos	1998	62,8
País Vasco	Ambos sexos	1997	61,87
País Vasco	Ambos sexos	1996	60,97
País Vasco	Ambos sexos	1995	61,23
País Vasco	Ambos sexos	1994	60,73
País Vasco	Ambos sexos	1993	60,39
País Vasco	Ambos sexos	1992	60,1
País Vasco	Ambos sexos	1991	60,22
País Vasco	Ambos sexos	1990	58,62
País Vasco	Ambos sexos	1989	58,34
País Vasco	Ambos sexos	1988	58,33
País Vasco	Ambos sexos	1987	56,83
País Vasco	Ambos sexos	1986	56,7
País Vasco	Ambos sexos	1985	57,29
País Vasco	Ambos sexos	1984	57,71
País Vasco	Ambos sexos	1983	58,16
País Vasco	Ambos sexos	1982	58,23
País Vasco	Ambos sexos	1981	58,53
País Vasco	Ambos sexos	1980	59,18
País Vasco	Ambos sexos	1979	58,92
País Vasco	Ambos sexos	1978	59,35
País Vasco	Ambos sexos	1977	59,32
País Vasco	Varones	2029	71,31
País Vasco	Varones	2028	71,53
País Vasco	Varones	2027	71,86
País Vasco	Varones	2026	72,22
País Vasco	Varones	2025	72,63
País Vasco	Varones	2024	73,12
País Vasco	Varones	2023	73,58
País Vasco	Varones	2022	74,08
País Vasco	Varones	2021	74,6
País Vasco	Varones	2020	75,17
País Vasco	Varones	2019	75,82
País Vasco	Varones	2018	76,37
País Vasco	Varones	2017	76,93
País Vasco	Varones	2016	77,58
País Vasco	Varones	2015	79,71
País Vasco	Varones	2014	79,64
País Vasco	Varones	2013	80,11
País Vasco	Varones	2012	80,93
País Vasco	Varones	2011	80,51
País Vasco	Varones	2010	80,3
País Vasco	Varones	2009	81,32
País Vasco	Varones	2008	81,7
País Vasco	Varones	2007	82,05
País Vasco	Varones	2006	82,2
País Vasco	Varones	2005	82,02
País Vasco	Varones	2004	81,99
País Vasco	Varones	2003	80,19
País Vasco	Varones	2002	79,82
País Vasco	Varones	2001	79,22
País Vasco	Varones	2000	78,12
País Vasco	Varones	1999	76,71
País Vasco	Varones	1998	75,4
